,ID,Label,Statement,Subject,Speaker,Speaker Job,State,Party Aff,Credit,True,Half true,Mostly true,Pants on fire,Context
2542,527.json,true,"John McCain opposed bankruptcy protections for families ""who were only in bankruptcy because of medical expenses they couldn't pay.""",bankruptcy,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,"a speech in Chicago, Ill."
6447,12615.json,half-true,DUI arrests dropped significantly in Tampa once Uber began operating here.,"crime,technology",dana-young,Majority Leader for the Florida House of Representatives ,Florida,republican,0.0,0.0,2.0,0.0,0.0,a tweet
5321,5257.json,false,"Romneycare sent costs spiraling out of control in Massachusetts, hiking premiums, squeezing household budgets.","health-care,message-machine-2012",winning-our-future,,,none,2.0,2.0,3.0,1.0,0.0,a television ad
7898,9115.json,half-true,State Medicaid expansion will save our treasury $1 billion over the next eight years.,"medicaid,state-budget",terry-mcauliffe,Governor,Virginia,democrat,12.0,6.0,2.0,2.0,3.0,a radio interview.
5752,5658.json,mostly-true,"Last year, we produced 14 percent less oil on public lands than we did the year before.",energy,rob-portman,U.S. senator from Ohio,Ohio,republican,3.0,5.0,11.0,11.0,1.0,a radio interview
2764,8501.json,mostly-true,"On day one, six people were able to sign up for health insurance through the federal marketplace.",health-care,jan-crawford,"Political correspondent, CBS News",,journalist,0.0,0.0,0.0,1.0,0.0,"comments on CBS' ""Face the Nation"""
2390,5533.json,mostly-true,"Obamas secretary of energy, Dr. Steven Chu, has said publicly he wants us to pay European levels (for gasoline), and that would be $9 or $10 a gallon.",gas-prices,newt-gingrich,"Co-host on CNN's ""Crossfire""",Georgia,republican,16.0,15.0,20.0,10.0,11.0,"an appearance on ""Fox News Sunday"""
5358,6883.json,barely-true,"Says Romney wants to take away early childhood education, slash K-12 funding, and cut college aid to pay for a $250,000 tax break for multi-millionaires.","education,message-machine-2012",priorities-usa-action,,,democrat,3.0,1.0,4.0,2.0,1.0,a campaign ad
7634,1949.json,true,"The national debt ""has gone up by $1,729,000,000 during the Isner v. Mahut match.""",federal-budget,vern-buchanan,U.S. Rep.,Florida,republican,1.0,1.0,1.0,0.0,0.0,a tweet
1012,1163.json,pants-fire,"Schoolchildren across the nation ""will be forced to watch the president justify his plans for government-run health care, banks, and automobile companies, increasing taxes on those who create jobs, and racking up more debt than any other president.""",education,republican-party-florida,,,republican,10.0,6.0,6.0,6.0,4.0,a press release
2664,5476.json,mostly-true,"[E]mployment in Gwinnett is up more than 3 percent over last year, and unemployment is the lowest of the five core metro counties.","economy,jobs",charlotte-nash,,Georgia,republican,1.0,0.0,1.0,2.0,0.0,a speech
5925,3246.json,mostly-true,"For the last decade, funding in the health and human services budget has grown at twice the rate as other parts of the budget, and I think that context is important.","florida,state-budget",joe-negron,State Senator,Florida,republican,0.0,0.0,1.0,1.0,0.0,a Health and Human Services Appropriations committee meeting
9998,6550.json,pants-fire,Says that Tennessee Gov. Bill Haslam has made it clear by his repeated actions that he will pursue a policy that promotes the interest of Islamist (sic) and their radical ideology as long as he is governor.,"afghanistan,islam,religion,terrorism",billhislamcom,,Tennessee,none,0.0,0.0,0.0,0.0,1.0,a Web posting
6477,7325.json,pants-fire,"Statistics show one male cat can father 420,000 kittens in five years.","animals,science",central-falls-police-department,,,none,0.0,0.0,0.0,0.0,1.0,a news release
8798,475.json,mostly-true,More people without health care since George Bush took office; more children in poverty since George Bush took office.,health-care,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,"a campaign speech in Williamsport, Pa."
1835,8136.json,barely-true,"Says the U.S. Postal Service has taken no taxpayer aid since 1971, funds operations entirely from the sale of stamps and related products and makes an operational profit year after year.","federal-budget,financial-regulation,government-regulation",jim-hightower,Commentator,Texas,democrat,1.0,1.0,0.0,0.0,0.0,a fundraising letter.
7318,677.json,true,"Sarah Palin ""has had 12 years of elected office experience.""",candidates-biography,john-mccain,U.S. senator,Arizona,republican,31.0,39.0,31.0,37.0,8.0,"Pittsburgh, Pa. "
7702,2473.json,false,"Says Rand Paul thinks drug-dealing, theft, burglary and prostitution should be decriminalized.","crime,message-machine",jack-conway,Kentucky Attorney General,Kentucky,democrat,0.0,1.0,0.0,2.0,0.0,a campaign video
8660,8923.json,half-true,Obamacare includes a $700 billion cut from Medicare for seniors.,"elections,health-care,medicare",national-republican-congressional-committee,,,republican,18.0,9.0,8.0,5.0,8.0,a television ad
3593,1850.json,false,"Once the U.S. government signs a U.N. treaty on conventional arms, ""all U.S. citizens will be subject to those gun laws created by foreign governments.""","foreign-policy,guns,legal-issues",chain-email,,,none,11.0,43.0,8.0,5.0,105.0,a chain e-mail circulated on the Internet
3402,7670.json,half-true,The decision to remove Chick-fil-A from Emory University was based solely on student feedback.,gays-and-lesbians,david-furhman,Emory University Food Service Administration director,Georgia,none,0.0,0.0,1.0,0.0,0.0,an interview
1092,12523.json,barely-true,"Says Apple products are currently 90 percent conflict-free, and Intel is 100 percent conflict-free.","corporations,human-rights,technology",robin-wright,,,newsmaker,1.0,0.0,0.0,0.0,0.0,an event at the Rockefeller Center
2461,3988.json,barely-true,Vern Buchanan has been completely exonerated in a Federal Election Commission action.,campaign-finance,vern-buchanan,U.S. Rep.,Florida,republican,1.0,1.0,1.0,0.0,0.0,in a news release
3906,7198.json,barely-true,"The price tag amounted to nearly $4,200 for every man, woman and child in the state.","debt,weather",steve-lonegan,Conservative Activist,New Jersey,republican,1.0,2.0,2.0,0.0,0.0,a news release
7128,1931.json,mostly-true,"Health reform eliminates co-pays, deductibles, and other costs for preventative care and provides for free annual wellness checkups starting next year.",health-care,jane-kidd,,,democrat,0.0,1.0,0.0,1.0,0.0,an op-ed. 
10047,1922.json,barely-true,"Rob Teilhet, Just another career politician.",public-service,ken-hodges,Dougherty County District Attorney,Georgia,democrat,1.0,0.0,0.0,0.0,0.0,a campaign flier
5934,246.json,true,"Huckabee ""granted 1,033 pardons and commutations . . . more clemencies than the previous three governors combined.""",crime,mitt-romney,Former governor,Massachusetts,republican,34.0,32.0,58.0,33.0,19.0,a TV ad airing in Iowa.
5074,3807.json,half-true,"Says that Tim Pawlenty eliminated health insurance for 33,000 to 35,000 people when he was governor of Minnesota.",health-care,democratic-national-committee,,,none,8.0,2.0,10.0,8.0,0.0,a Web ad
590,10200.json,half-true,Weve created more jobs in the United States than every other advanced economy combined since I came into office.,jobs,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,"an interview on CBS' ""Face the Nation"""
8995,4063.json,true,Says car insurance rates have decreased since about a decade ago because of market-based solutions that attracted more auto insurers to New Jersey.,transportation,chris-christie,Governor of New Jersey,New Jersey,republican,10.0,17.0,27.0,19.0,8.0,"an ""On the Line"" interview with Steve Adubato"
2696,11206.json,false,We spend almost twice as much per capita on health care as do the people of any other country.,health-care,bernie-s,U.S. Senator,Vermont,independent,18.0,12.0,22.0,41.0,0.0,"an interview on ""Meet the Press"""
9005,9057.json,barely-true,A real result of his term is Georgia having the lowest taxes per capita of any state.,taxes,nathan-deal,,,republican,9.0,5.0,11.0,11.0,0.0,campaign flyer
3466,3238.json,false,"The alternative to higher state worker pension and health care payments is to look at 1,500 layoffs of state employees or close to 200,000 children who would be bumped off Medicaid-related programs.","labor,state-budget",scott-walker,Milwaukee County Executive,Wisconsin,republican,26.0,41.0,32.0,40.0,11.0,a news conference
758,1467.json,true,The law is very clear! 'The monies recouped from the TARP shall be paid into the general fund of the treasury for the reduction of the public debt.',economy,judd-gregg,U.S. Senator,,republican,0.0,0.0,0.0,1.0,0.0,a Senate budget hearing
5773,9933.json,barely-true,Says Tom Steyer is aCalifornia billionaire who stands to profit by blocking Keystone and is spending big to help Bruce Braley.,"campaign-finance,climate-change,environment,message-machine-2014,campaign-advertising",american-crossroads,,,republican,5.0,5.0,4.0,0.0,0.0,a campaign ad
8799,11258.json,true,"Georgia has the 9th highest rate of adults, ages 18 to 64, without a high school diploma or GED.","education,states",melissa-johnson,,,none,0.0,0.0,0.0,0.0,0.0,a report
6901,3122.json,mostly-true,"The Interior Department is in charge of salmon while theyre in fresh water, but the Commerce Department handles them when theyre in saltwater.","environment,government-efficiency,water",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,the State of the Union speech
8963,12166.json,pants-fire,"The 2016 federal omnibus spending bill funds illegal immigrants coming in and through your border, right through Phoenix.",immigration,donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,"a rally in Fountain Hills, Ariz. "
4234,8826.json,barely-true,"Says state Sens. Greg Evers, Nancy Detert and Charles Dean got a failing grade from conservatives.",voting-record,americans-prosperity-florida,advocacy group,Florida,none,2.0,0.0,0.0,0.0,1.0,a Web video
2412,11138.json,pants-fire,"Planned Parenthood is the only health care that a significant number of women get. About 30 percent of women, thats their health care.","abortion,health-care,women",harry-reid,Senate Democratic Leader,Nevada,democrat,4.0,5.0,3.0,7.0,3.0,a Senate floor speech
5519,9281.json,barely-true,More whites believe in ghosts than believe in racism.,polls,kareem-abdul-jabbar,,,none,1.0,0.0,0.0,0.0,0.0,"comments on ABC's ""This Week"""
36,9018.json,true,Austin is a city that has basically doubled in size every 25 years or so since it was founded.,"city-government,population",lee-leffingwell,Austin mayor,Texas,democrat,1.0,0.0,4.0,1.0,0.0,"his ""State of the City"" address"
4109,13015.json,mostly-true,Undocumented workers crossing the border right now is at a 12-year low.,immigration,gary-johnson,Presidential candidate,New Mexico,libertarian,3.0,2.0,5.0,6.0,0.0,an interview.
4759,5057.json,half-true,Santorum also voted for a teapot museum in North Carolina.,"federal-budget,message-machine-2012,new-hampshire-2012",rick-perry,Governor,Texas,republican,30.0,30.0,42.0,23.0,18.0,a Web ad
8989,4058.json,half-true,"Housing prices dropped for the 30 months prior to Barack Obama taking office, and they have stabilized, theyve been about flat since the president came in.","economy,housing",shaun-donovan,Secretary of Housing and Urban Development,New York,democrat,0.0,0.0,1.0,1.0,0.0,"an interview on CNN's ""State of the Union with Candy Crowley"""
1072,9770.json,barely-true,Says drug cartels are using social media to offer rebates so more children from Central America get smuggled to the United States.,"children,corrections-and-updates,crime,immigration",henry-cuellar,U.S. Representative,Texas,democrat,1.0,0.0,0.0,0.0,0.0,
8377,7890.json,false,Says less than half of 1 percent of all the Texas legislators who ever served draw a benefit from pensions tied to the salaries of state district judges.,pensions,doug-miller,Businessman,Texas,republican,0.0,1.0,0.0,0.0,0.0,a Texas House floor debate.
3710,7741.json,true,If you are a federally licensed gun dealer and your license is revoked because youve engaged in misconduct ... your entire inventory under prevailing law is deemed your personal collection. You then can sell it free from any background checks.,guns,david-cicilline,mayor of Providence,Rhode Island,democrat,7.0,4.0,5.0,4.0,1.0,an appearance on 10 News Conference
9575,5386.json,mostly-true,Theyre saying that 40 percent of the traffic that goes over [the Sakonnet River Bridge is from] out of state.,"state-budget,transportation",john-g-edwards,State Representative,Rhode Island,democrat,0.0,1.0,0.0,1.0,0.0,a radio interview
9351,5854.json,false,"Under the Romney/Ryan budget, interest rates on federal student loans would be allowed to double.",education,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a graphical tool on the campaign website
9783,4903.json,pants-fire,Sen. Sherrod Brown has chosen to side with Washington bureaucrats and fringe extremists in the attacks on our natural resources.,"energy,environment",josh-mandel,Ohio treasurer,Ohio,republican,4.0,5.0,4.0,5.0,6.0,a newspaper column
